epoch,accuracy,auc,binary_accuracy,binary_crossentropy,false_negatives,false_positives,loss,precision,recall,true_negatives,true_positives,val_accuracy,val_auc,val_binary_accuracy,val_binary_crossentropy,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.0,0.9563396573066711,0.8106383085250854,0.42467591166496277,1487.0,115.0,2.163560152053833,0.8733479976654053,0.34780701994895935,6065.0,793.0,0.0,0.9824818968772888,0.9617021083831787,0.30430710315704346,75.0,249.0,0.8647706508636475,0.9032633900642395,0.96875,5811.0,2325.0
1,0.0,0.9795700311660767,0.9661938548088074,0.23759862780570984,93.0,193.0,0.4959090054035187,0.9189075827598572,0.9592105150222778,5987.0,2187.0,0.0,0.9811325669288635,0.9726950526237488,0.19160911440849304,104.0,127.0,0.2629137933254242,0.9475856423377991,0.9566666483879089,5933.0,2296.0
2,0.0,0.9773815274238586,0.9713947772979736,0.17145580053329468,106.0,136.0,0.20953504741191864,0.9411255121231079,0.9535087943077087,6044.0,2174.0,0.0,0.9799660444259644,0.9572104215621948,0.18221287429332733,219.0,143.0,0.19747821986675262,0.9384681582450867,0.9087499976158142,5917.0,2181.0
