time,109,110,114,131,133,176,209,248,233,170
2023-12-14 05:57:13.933519,0,0,0,0,0,0,0,0,0,0
2023-12-14 05:57:18.984614,0,0,0,0,0,0,0,0,0,0
2023-12-14 05:57:24.053129,0,0,0,0,0,0,0,0,0,0
2023-12-14 05:57:29.061552,0,0,0,0,0,0,0,0,0,0
2023-12-14 05:57:34.071533,0,0,0,0,0,0,0,0,0,0
2023-12-14 05:57:39.080823,0,0,0,0,0,0,0,0,0,0
2023-12-14 05:57:44.090057,0,0,0,0,0,0,0,0,0,0
2023-12-14 05:57:49.097811,0,0,0,0,0,0,0,0,0,0
2023-12-14 05:57:54.103016,0,0,0,0,0,0,0,0,0,0
2023-12-14 05:57:59.112323,0,0,0,0,0,0,0,0,0,0
2023-12-14 05:58:04.246998,0,0,0,0,0,0,0,0,0,0
2023-12-14 05:58:09.256413,1,1,1,1,1,1,1,1,1,1
2023-12-14 05:58:14.312439,1,1,1,1,1,1,1,1,1,1
2023-12-14 05:58:19.358842,1,1,1,1,1,1,1,1,1,1
2023-12-14 05:58:24.425895,1,1,1,1,1,1,1,1,1,1
2023-12-14 05:58:29.439466,1,1,1,1,1,1,1,1,1,1
2023-12-14 05:58:34.577037,1,1,1,1,1,1,1,1,1,1
2023-12-14 05:58:39.589874,1,1,1,1,1,1,1,1,1,1
2023-12-14 05:58:44.602633,1,1,1,1,1,1,1,1,1,1
2023-12-14 05:58:49.615679,1,1,1,1,1,1,1,1,1,1
2023-12-14 05:58:54.628529,1,1,1,1,1,1,1,1,1,1
2023-12-14 05:58:59.672222,1,1,1,1,1,1,1,1,1,1
2023-12-14 05:59:04.735038,1,1,1,1,1,1,1,1,1,1
2023-12-14 05:59:09.816552,1,1,1,1,1,1,1,1,1,1
2023-12-14 05:59:14.917620,1,1,1,1,1,1,1,1,1,1
2023-12-14 05:59:20.007965,1,1,1,1,1,1,1,1,1,1
2023-12-14 05:59:25.015168,1,1,1,1,1,1,1,1,1,1
2023-12-14 05:59:30.025907,1,1,1,1,1,1,1,1,1,1
2023-12-14 05:59:35.046690,1,1,1,1,1,1,1,1,1,1
2023-12-14 05:59:40.120380,1,1,1,1,1,1,1,1,1,1
2023-12-14 05:59:45.130161,1,1,1,1,1,1,1,1,1,1
2023-12-14 05:59:50.142998,1,1,1,1,1,1,1,1,1,1
2023-12-14 05:59:55.155651,1,1,1,1,1,1,1,1,1,1
2023-12-14 06:00:00.391102,1,1,1,1,1,1,1,1,1,1
2023-12-14 06:00:05.478754,1,1,1,1,1,1,1,1,1,1
2023-12-14 06:00:10.585025,0,0,0,0,0,0,0,0,0,0
2023-12-14 06:00:15.603649,0,0,0,0,0,0,0,0,0,0
2023-12-14 06:00:20.729052,0,0,0,0,0,0,0,0,0,0
2023-12-14 06:00:25.787108,0,0,0,0,0,0,0,0,0,0
2023-12-14 06:00:30.818543,0,0,0,0,0,0,0,0,0,0
2023-12-14 06:00:35.903554,0,0,0,0,0,0,0,0,0,0
2023-12-14 06:00:40.990243,0,0,0,0,0,0,0,0,0,0
2023-12-14 06:00:46.092868,0,0,0,0,0,0,0,0,0,0
2023-12-14 06:00:51.161861,0,0,0,0,0,0,0,0,0,0
2023-12-14 06:00:56.174250,0,0,0,0,0,0,0,0,0,0
2023-12-14 06:01:01.184913,0,0,0,0,0,0,0,0,0,0
2023-12-14 06:01:06.193009,0,0,0,0,0,0,0,0,0,0
2023-12-14 06:01:11.202723,0,0,0,0,0,0,0,0,0,0
2023-12-14 06:01:16.212180,0,0,0,0,0,0,0,0,0,0
2023-12-14 06:01:21.233227,0,0,0,0,0,0,0,0,0,0
2023-12-14 06:01:26.241265,0,0,0,0,0,0,0,0,0,0
