BEGIN_DATE,END_DATE,NUM_NODES,ATTACK_RATIO,ATTACK_START_TIME,ATTACK_DURATION,ATTACK_PARAMETER,NODE,LAT,LNG,TIME,TIME_FEATURE,ACTIVE,PACKET,ATTACKED,PACKET_109,NODE_109,PACKET_110,NODE_110,PACKET_114,NODE_114,PACKET_131,NODE_131,PACKET_133,NODE_133,PACKET_176,NODE_176,PACKET_209,NODE_209,PACKET_248,NODE_248,PACKET_233,NODE_233,PACKET_170,NODE_170
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:09:18.371660,0,0,1,0,1,1,1,0,3,0,33,0,68,0,1,0,1,0,1,0,67,0,69,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:09:23.371660,0,0,23,0,23,1,21,0,24,0,27,0,101,0,21,0,21,0,21,0,102,0,101,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:09:28.371660,0,0,53,0,53,1,55,0,57,0,77,0,131,0,55,0,55,0,56,0,131,0,133,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:09:33.371660,0,0,19,0,19,1,19,0,22,0,25,0,97,0,19,0,19,0,18,0,95,0,96,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:09:38.371660,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:09:43.371660,0,0,20,0,20,1,20,0,22,0,20,0,95,0,20,0,20,0,20,0,98,0,0,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:09:48.371660,1,0,21,0,21,1,20,0,23,0,0,0,96,0,20,0,21,0,20,0,95,0,98,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:09:53.371660,1,0,18,0,18,1,19,0,21,0,63,0,97,0,19,0,18,0,19,0,97,0,95,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:09:58.371660,1,0,21,0,21,1,37,0,24,0,21,0,98,0,21,0,21,0,21,0,98,0,100,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:10:03.371660,1,0,19,0,19,1,19,0,21,0,39,0,95,0,19,0,19,0,19,0,96,0,96,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:10:08.371660,1,0,27,0,27,1,27,0,46,0,51,0,106,0,43,0,27,0,27,0,105,0,121,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:10:13.371660,1,1,21,1,21,1,21,0,23,0,21,0,101,0,21,0,37,0,21,0,102,0,100,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:10:18.371660,2,1,91,1,91,1,90,0,25,0,47,0,98,0,21,0,21,0,91,0,97,0,97,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:10:23.371660,2,1,127,1,127,1,128,0,30,0,53,0,121,0,29,0,29,0,126,0,121,0,106,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:10:28.371660,2,1,96,1,96,1,95,0,22,0,25,0,96,0,19,0,19,0,95,0,96,0,96,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:10:33.371660,2,1,95,1,95,1,96,0,21,0,106,0,95,0,19,0,19,0,96,0,95,0,97,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:10:38.371660,2,1,96,1,96,1,95,0,22,0,40,0,96,0,19,0,19,0,95,0,96,0,97,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:10:43.371660,2,1,106,1,106,1,107,0,48,0,66,0,106,0,46,0,30,0,107,0,106,0,124,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:10:48.371660,3,1,98,1,98,1,115,0,24,0,51,0,98,0,21,0,21,0,99,0,100,0,101,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:10:53.371660,3,1,98,1,98,1,99,0,24,0,28,0,100,0,22,0,38,0,100,0,101,0,100,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:10:58.371660,3,1,97,1,97,1,96,0,23,0,40,0,96,0,20,0,20,0,96,0,97,0,98,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:11:03.371660,3,1,126,1,126,1,100,0,23,0,27,0,102,0,21,0,21,0,102,0,101,0,101,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:11:08.371660,3,1,100,1,100,1,98,0,25,0,70,0,98,0,22,0,22,0,115,0,99,0,100,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:11:13.371660,3,1,106,1,106,1,122,0,27,0,31,0,120,0,25,0,25,0,103,0,119,0,103,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:11:18.371660,4,1,122,1,122,1,106,0,49,0,48,0,106,0,46,0,30,0,106,0,107,0,123,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:11:23.371660,4,1,96,1,96,1,96,0,21,0,47,0,96,0,19,0,19,0,96,0,98,0,96,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:11:28.371660,4,1,97,1,97,1,97,0,22,0,19,0,95,0,19,0,19,0,97,0,96,0,97,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:11:33.371660,4,1,98,1,98,1,100,0,27,0,21,0,100,0,21,0,37,0,98,0,99,0,100,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:11:38.371660,4,1,100,1,100,1,121,0,30,0,51,0,100,0,23,0,28,0,100,0,116,0,101,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:11:43.371660,4,1,95,1,95,1,90,0,21,0,21,0,95,0,19,0,15,0,97,0,97,0,96,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:11:48.371660,5,1,100,1,100,1,99,0,24,0,80,0,99,0,21,0,20,0,99,0,97,0,97,0
2023-12-04,2023-12-04,10,0.5,2023-12-04 06:10:14.427546,0:10:00,0,109,50.46388319,35.37576942,2023-12-04 06:11:53.371660,5,1,105,1,105,1,106,0,48,0,68,0,110,0,45,0,29,0,122,0,110,0,126,0
