BEGIN_DATE,END_DATE,NUM_NODES,ATTACK_RATIO,ATTACK_START_TIME,ATTACK_DURATION,ATTACK_PARAMETER,NODE,LAT,LNG,TIME,TIME_FEATURE,ACTIVE,PACKET,ATTACKED,PACKET_109,NODE_109,PACKET_110,NODE_110,PACKET_114,NODE_114,PACKET_131,NODE_131,PACKET_133,NODE_133,PACKET_176,NODE_176,PACKET_209,NODE_209,PACKET_248,NODE_248,PACKET_233,NODE_233,PACKET_170,NODE_170
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,133,50.46388319,35.37576942,2023-12-05 14:15:52.840575,0,1,76,0,3,0,1,0,6,0,7,0,76,1,1,0,1,0,1,0,75,0,76,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,133,50.46388319,35.37576942,2023-12-05 14:15:57.840575,0,1,99,0,39,0,21,0,21,0,21,0,99,1,21,0,21,0,21,0,101,0,100,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,133,50.46388319,35.37576942,2023-12-05 14:16:02.840575,0,1,132,0,83,0,55,0,58,0,83,0,132,1,55,0,55,0,55,0,132,0,131,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,133,50.46388319,35.37576942,2023-12-05 14:16:07.840575,0,1,96,0,26,0,19,0,21,0,69,0,96,1,19,0,19,0,19,0,95,0,96,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,133,50.46388319,35.37576942,2023-12-05 14:16:12.840575,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,133,50.46388319,35.37576942,2023-12-05 14:16:17.840575,0,1,95,0,32,0,19,0,22,0,49,0,95,1,19,0,19,0,19,0,96,0,95,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,133,50.46388319,35.37576942,2023-12-05 14:16:22.840575,1,1,96,0,20,0,19,0,21,0,53,0,96,1,19,0,19,0,19,0,96,0,98,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,133,50.46388319,35.37576942,2023-12-05 14:16:27.840575,1,1,96,0,20,0,19,0,22,0,52,0,96,1,22,0,19,0,19,0,95,0,99,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,133,50.46388319,35.37576942,2023-12-05 14:16:32.840575,1,1,101,0,23,0,23,0,42,0,36,0,101,1,23,0,23,0,39,0,102,0,100,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,133,50.46388319,35.37576942,2023-12-05 14:16:37.840575,1,1,102,0,26,0,29,0,27,0,43,0,102,1,41,0,25,0,25,0,101,0,120,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,133,50.46388319,35.37576942,2023-12-05 14:16:42.840575,1,1,117,0,23,0,19,0,26,0,25,0,117,1,23,0,23,0,23,0,118,0,101,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,133,50.46388319,35.37576942,2023-12-05 14:16:47.840575,1,1,102,1,23,0,39,0,25,0,39,0,102,1,23,0,39,0,23,0,102,0,102,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,133,50.46388319,35.37576942,2023-12-05 14:16:52.840575,2,1,303,1,353,0,335,0,339,0,375,0,303,1,336,0,338,0,336,0,311,0,310,0
