BEGIN_DATE,END_DATE,NUM_NODES,ATTACK_RATIO,ATTACK_START_TIME,ATTACK_DURATION,ATTACK_PARAMETER,NODE,LAT,LNG,TIME,TIME_FEATURE,ACTIVE,PACKET,ATTACKED,PACKET_109,NODE_109,PACKET_110,NODE_110,PACKET_114,NODE_114,PACKET_131,NODE_131,PACKET_133,NODE_133,PACKET_176,NODE_176,PACKET_209,NODE_209,PACKET_248,NODE_248,PACKET_233,NODE_233,PACKET_170,NODE_170
2023-12-04,2023-12-04,10,1,2023-12-04 20:27:52.760467,0:20:00,2,109,50.46388319,35.37576942,2023-12-04 20:26:57.173671,0,0,7,0,7,1,1,0,3,0,2,0,0,0,1,0,1,0,1,0,75,0,76,0
2023-12-04,2023-12-04,10,1,2023-12-04 20:27:52.760467,0:20:00,2,109,50.46388319,35.37576942,2023-12-04 20:27:02.173671,0,0,20,0,20,1,19,0,22,0,19,0,10,0,19,0,19,0,19,0,100,0,101,0
2023-12-04,2023-12-04,10,1,2023-12-04 20:27:52.760467,0:20:00,2,109,50.46388319,35.37576942,2023-12-04 20:27:07.173671,0,0,0,0,0,1,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,127,0
2023-12-04,2023-12-04,10,1,2023-12-04 20:27:52.760467,0:20:00,2,109,50.46388319,35.37576942,2023-12-04 20:27:12.173671,0,0,51,0,51,1,51,0,55,0,51,0,101,0,51,0,53,0,51,0,127,0,0,0
2023-12-04,2023-12-04,10,1,2023-12-04 20:27:52.760467,0:20:00,2,109,50.46388319,35.37576942,2023-12-04 20:27:17.173671,0,0,19,0,19,1,19,0,22,0,19,0,95,0,19,0,19,0,19,0,98,0,96,0
2023-12-04,2023-12-04,10,1,2023-12-04 20:27:52.760467,0:20:00,2,109,50.46388319,35.37576942,2023-12-04 20:27:22.173671,0,0,63,0,63,1,21,0,23,0,21,0,102,0,21,0,21,0,21,0,98,0,100,0
2023-12-04,2023-12-04,10,1,2023-12-04 20:27:52.760467,0:20:00,2,109,50.46388319,35.37576942,2023-12-04 20:27:27.173671,1,0,36,0,36,1,22,0,25,0,24,0,118,0,22,0,22,0,22,0,99,0,100,0
2023-12-04,2023-12-04,10,1,2023-12-04 20:27:52.760467,0:20:00,2,109,50.46388319,35.37576942,2023-12-04 20:27:32.173671,1,0,21,0,21,1,21,0,21,0,19,0,95,0,19,0,19,0,21,0,95,0,96,0
2023-12-04,2023-12-04,10,1,2023-12-04 20:27:52.760467,0:20:00,2,109,50.46388319,35.37576942,2023-12-04 20:27:37.173671,1,0,19,0,19,1,19,0,22,0,19,0,99,0,19,0,19,0,19,0,96,0,95,0
2023-12-04,2023-12-04,10,1,2023-12-04 20:27:52.760467,0:20:00,2,109,50.46388319,35.37576942,2023-12-04 20:27:42.173671,1,0,19,0,19,1,20,0,21,0,19,0,97,0,19,0,19,0,21,0,95,0,99,0
2023-12-04,2023-12-04,10,1,2023-12-04 20:27:52.760467,0:20:00,2,109,50.46388319,35.37576942,2023-12-04 20:27:47.173671,1,0,19,0,19,1,19,0,22,0,19,0,99,0,21,0,19,0,20,0,96,0,95,0
2023-12-04,2023-12-04,10,1,2023-12-04 20:27:52.760467,0:20:00,2,109,50.46388319,35.37576942,2023-12-04 20:27:52.173671,1,1,22,1,22,1,22,0,40,0,22,0,99,0,22,0,22,0,22,0,101,0,104,0
2023-12-04,2023-12-04,10,1,2023-12-04 20:27:52.760467,0:20:00,2,109,50.46388319,35.37576942,2023-12-04 20:27:57.173671,2,1,172,1,172,1,151,0,139,0,150,0,127,0,137,0,153,0,137,0,137,0,135,0
2023-12-04,2023-12-04,10,1,2023-12-04 20:27:52.760467,0:20:00,2,109,50.46388319,35.37576942,2023-12-04 20:28:02.173671,2,1,155,1,155,1,145,0,147,0,145,0,133,0,158,0,148,0,158,0,152,0,153,0
2023-12-04,2023-12-04,10,1,2023-12-04 20:27:52.760467,0:20:00,2,109,50.46388319,35.37576942,2023-12-04 20:28:07.173671,2,1,155,1,155,1,130,0,133,0,130,0,134,0,130,0,127,0,131,0,130,0,130,0
2023-12-04,2023-12-04,10,1,2023-12-04 20:27:52.760467,0:20:00,2,109,50.46388319,35.37576942,2023-12-04 20:28:12.173671,2,1,131,1,131,1,132,0,134,0,134,0,151,0,132,0,131,0,131,0,134,0,132,0
2023-12-04,2023-12-04,10,1,2023-12-04 20:27:52.760467,0:20:00,2,109,50.46388319,35.37576942,2023-12-04 20:28:17.173671,2,1,271,1,271,1,269,0,270,0,267,0,269,0,267,0,267,0,268,0,267,0,267,0
