BEGIN_DATE,END_DATE,NUM_NODES,ATTACK_RATIO,ATTACK_START_TIME,ATTACK_DURATION,ATTACK_PARAMETER,NODE,LAT,LNG,TIME,TIME_FEATURE,ACTIVE,PACKET,ATTACKED,PACKET_109,NODE_109,PACKET_110,NODE_110,PACKET_114,NODE_114,PACKET_131,NODE_131,PACKET_133,NODE_133,PACKET_176,NODE_176,PACKET_209,NODE_209,PACKET_248,NODE_248,PACKET_233,NODE_233,PACKET_170,NODE_170
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,248,50.46388319,35.37576942,2023-12-05 22:15:52.859109,0,0,1,0,3,0,1,0,6,0,7,0,76,0,1,0,1,0,1,1,75,0,76,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,248,50.46388319,35.37576942,2023-12-05 22:15:57.859109,0,0,21,0,39,0,21,0,21,0,21,0,99,0,21,0,21,0,21,1,101,0,100,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,248,50.46388319,35.37576942,2023-12-05 22:16:02.859109,0,0,55,0,83,0,55,0,58,0,83,0,132,0,55,0,55,0,55,1,132,0,131,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,248,50.46388319,35.37576942,2023-12-05 22:16:07.859109,0,0,19,0,26,0,19,0,21,0,69,0,96,0,19,0,19,0,19,1,95,0,96,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,248,50.46388319,35.37576942,2023-12-05 22:16:12.859109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,248,50.46388319,35.37576942,2023-12-05 22:16:17.859109,0,0,19,0,32,0,19,0,22,0,49,0,95,0,19,0,19,0,19,1,96,0,95,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,248,50.46388319,35.37576942,2023-12-05 22:16:22.859109,1,0,19,0,20,0,19,0,21,0,53,0,96,0,19,0,19,0,19,1,96,0,98,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,248,50.46388319,35.37576942,2023-12-05 22:16:27.859109,1,0,19,0,20,0,19,0,22,0,52,0,96,0,22,0,19,0,19,1,95,0,99,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,248,50.46388319,35.37576942,2023-12-05 22:16:32.859109,1,0,39,0,23,0,23,0,42,0,36,0,101,0,23,0,23,0,39,1,102,0,100,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,248,50.46388319,35.37576942,2023-12-05 22:16:37.859109,1,0,25,0,26,0,29,0,27,0,43,0,102,0,41,0,25,0,25,1,101,0,120,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,248,50.46388319,35.37576942,2023-12-05 22:16:42.859109,1,0,23,0,23,0,19,0,26,0,25,0,117,0,23,0,23,0,23,1,118,0,101,0
2023-12-05,2023-12-05,10,1,2023-12-05 22:16:48.486729,0:20:00,8,248,50.46388319,35.37576942,2023-12-05 22:16:47.859109,1,1,23,1,23,0,39,0,25,0,39,0,102,0,23,0,39,0,23,1,102,0,102,0
