BEGIN_DATE,END_DATE,NUM_NODES,ATTACK_RATIO,ATTACK_START_TIME,ATTACK_DURATION,ATTACK_PARAMETER,NODE,LAT,LNG,TIME,TIME_FEATURE,ACTIVE,PACKET,ATTACKED,PACKET_109,NODE_109,PACKET_110,NODE_110,PACKET_114,NODE_114,PACKET_131,NODE_131,PACKET_133,NODE_133,PACKET_176,NODE_176,PACKET_209,NODE_209,PACKET_248,NODE_248,PACKET_233,NODE_233,PACKET_170,NODE_170
2023-12-05,2023-12-05,10,0.5,2023-12-05 16:49:47.992763,0:20:00,8,109,50.46388319,35.37576942,2023-12-05 16:48:52.371295,0,0,1,0,1,1,1,0,3,0,1,0,0,0,1,0,1,0,1,0,75,0,76,0
2023-12-05,2023-12-05,10,0.5,2023-12-05 16:49:47.992763,0:20:00,8,109,50.46388319,35.37576942,2023-12-05 16:48:57.371295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-05,2023-12-05,10,0.5,2023-12-05 16:49:47.992763,0:20:00,8,109,50.46388319,35.37576942,2023-12-05 16:49:02.371295,0,0,19,0,19,1,19,0,22,0,19,0,12,0,19,0,19,0,19,0,100,0,102,0
2023-12-05,2023-12-05,10,0.5,2023-12-05 16:49:47.992763,0:20:00,8,109,50.46388319,35.37576942,2023-12-05 16:49:07.371295,0,0,53,0,53,1,51,0,54,0,51,0,103,0,51,0,51,0,51,0,127,0,128,0
2023-12-05,2023-12-05,10,0.5,2023-12-05 16:49:47.992763,0:20:00,8,109,50.46388319,35.37576942,2023-12-05 16:49:12.371295,0,0,20,0,20,1,22,0,22,0,20,0,106,0,20,0,20,0,20,0,97,0,97,0
2023-12-05,2023-12-05,10,0.5,2023-12-05 16:49:47.992763,0:20:00,8,109,50.46388319,35.37576942,2023-12-05 16:49:17.371295,0,0,21,0,21,1,21,0,24,0,21,0,117,0,23,0,21,0,23,0,97,0,100,0
2023-12-05,2023-12-05,10,0.5,2023-12-05 16:49:47.992763,0:20:00,8,109,50.46388319,35.37576942,2023-12-05 16:49:22.371295,1,0,20,0,20,1,20,0,22,0,22,0,99,0,20,0,20,0,20,0,97,0,96,0
2023-12-05,2023-12-05,10,0.5,2023-12-05 16:49:47.992763,0:20:00,8,109,50.46388319,35.37576942,2023-12-05 16:49:27.371295,1,0,19,0,19,1,19,0,24,0,41,0,99,0,19,0,19,0,19,0,97,0,98,0
2023-12-05,2023-12-05,10,0.5,2023-12-05 16:49:47.992763,0:20:00,8,109,50.46388319,35.37576942,2023-12-05 16:49:32.371295,1,0,37,0,37,1,21,0,23,0,30,0,97,0,21,0,23,0,21,0,100,0,100,0
2023-12-05,2023-12-05,10,0.5,2023-12-05 16:49:47.992763,0:20:00,8,109,50.46388319,35.37576942,2023-12-05 16:49:37.371295,1,0,29,0,29,1,43,0,32,0,84,0,103,0,44,0,29,0,43,0,109,0,122,0
